Thread-1	0.2348862004280090343
Thread-2	0.1983914303779601984
Thread-3	0.2039078497886657737
Thread-4	0.1890662503242492576
Thread-5	0.2136521100997924860
Thread-6	0.2197768092155456543
Thread-7	0.1901594400405883789
Thread-8	0.1835643601417541459
Thread-9	0.2074937105178832897
Thread-10	0.1945636820793151811
Thread-11	0.1837786889076232777
Thread-12	0.1954652690887451194
Thread-13	0.2095769309997558560
Thread-14	0.2120583796501159801
Thread-15	0.2162238192558288696
Thread-16	0.2210902714729309215
Thread-17	0.2794337797164916926
Thread-18	0.2249292206764221258
Thread-19	0.2163952803611755293
Thread-20	0.2164333820343017634
Thread-21	0.2134500718116760232
Thread-22	0.2030596089363098100
Thread-23	0.2021674895286560136
Thread-24	0.2051986598968505993
Thread-25	0.2324220991134643421
Thread-26	0.2203347611427307062
Thread-27	0.2098399806022644143
Thread-28	0.1941125988960266113
Thread-29	0.1975876307487487715
Thread-30	0.2085341215133666992
Thread-31	0.2311095190048217674
Thread-32	0.2046515798568725453
Thread-33	0.2163809919357299882
Thread-34	0.2084337902069091919
Thread-35	0.2603367209434509499
Thread-36	0.2049054908752441506
Thread-37	0.1957991385459899869
Thread-38	0.1936829805374145619
Thread-39	0.2150694108009338357
Thread-40	0.1867221403121948342
Thread-41	0.2252604699134826693
Thread-42	0.2089472699165344227
Thread-43	0.1999687385559082153
Thread-44	0.2301918196678161554
Thread-45	0.1979317688941955589
Thread-46	0.2030887508392333896
Thread-47	0.1990348196029663175
Thread-48	0.1996152997016906738
Thread-49	0.2100786900520324740
Thread-50	0.2311229801177978604
Thread-51	0.1957423901557922286
Thread-52	0.1942046999931335560
Thread-53	0.2058574581146240257
Thread-54	0.2144916009902954057
Thread-55	0.2405117416381835904
Thread-56	0.2412483000755309970
Thread-57	0.1990281796455383168
Thread-58	0.2164295697212219316
Thread-59	0.2016053318977356068
Thread-60	0.1985778617858886819
Thread-61	0.2135683917999267600
Thread-62	0.2156064701080322166
Thread-63	0.2289319586753845170
Thread-64	0.1869975304603576638
Thread-65	0.2141416096687316917
Thread-66	0.2233286905288696389
Thread-67	0.2089462113380432251
Thread-68	0.2363163805007934548
Thread-69	0.1969159889221191451
Thread-70	0.2099147510528564520
Thread-71	0.2251923584938049228
Thread-72	0.2149885511398315352
Thread-73	0.2165366077423095670
Thread-74	0.2293537592887878451
Thread-75	0.2258422303199768000
Thread-76	0.2354664897918701261
Thread-77	0.2023762011528015270
Thread-78	0.2478632616996765126
Thread-79	0.1934394812583923318
Thread-80	0.2288809299468994030
Thread-81	0.2496241497993469116
Thread-82	0.1984870195388794001
Thread-83	0.2001703190803527932
Thread-84	0.2059419298171997204
Thread-85	0.2208721494674682484
Thread-86	0.2123543310165405262
Thread-87	0.1896617102622985829
Thread-88	0.2080140089988708474
Thread-89	0.1945379590988159102
Thread-90	0.2019897198677063077
Thread-91	0.2684324312210082941
Thread-92	0.1976520395278930642
Thread-93	0.2025975012779235862
Thread-94	0.2051647305488586426
Thread-95	0.2236401510238647528
Thread-96	0.2228848791122436390
Thread-97	0.1961971902847290117
Thread-98	0.2020077300071716209
Thread-99	0.2133132481575012174
Thread-100	0.2121801304817199640
